nb,memory,memoryPeak
116500,2.146,2.735,
116600,2.163,2.735,
116700,2.173,2.735,
116800,2.183,2.735,
116900,2.428,2.735,
117000,2.184,2.735,
117100,2.184,2.735,
117200,2.191,2.735,
117300,2.238,2.735,
117400,2.248,2.735,
117500,2.248,2.735,
117600,2.194,2.735,
117700,2.204,2.735,
117800,2.194,2.735,
117900,2.222,2.735,
118000,2.222,2.735,
118100,2.225,2.735,
118200,2.228,2.735,
118300,2.311,2.735,
118400,2.228,2.735,
118500,2.228,2.735,
118600,2.231,2.735,
118700,2.248,2.735,
118800,2.245,2.735,
118900,2.250,2.735,
119000,2.250,2.735,
119100,2.253,2.735,
119200,2.256,2.735,
119300,2.323,2.735,
119400,2.323,2.735,
119500,2.323,2.735,
119600,2.313,2.735,
119700,2.256,2.735,
119800,2.256,2.735,
119900,2.300,2.735,
120000,2.300,2.735,
120100,2.304,2.735,
120200,2.304,2.735,
120300,2.314,2.735,
120400,2.311,2.735,
120500,2.301,2.735,
120600,2.337,2.735,
120700,2.337,2.735,
120800,2.337,2.735,
120900,2.319,2.735,
121000,2.319,2.735,
121100,2.319,2.735,
121200,2.319,2.735,
121300,2.332,2.735,
121400,2.339,2.735,
121500,2.326,2.735,
121600,2.336,2.735,
121700,2.356,2.735,
121800,2.362,2.735,
121900,2.345,2.735,
122000,2.345,2.735,
122100,2.348,2.735,
122200,2.352,2.735,
122300,2.371,2.735,
122400,2.371,2.735,
122500,2.368,2.735,
122600,2.348,2.735,
122700,2.365,2.735,
122800,2.365,2.735,
122900,1.001,2.735,
123000,1.001,2.735,
123100,1.005,2.735,
123200,1.001,2.735,
123300,1.048,2.735,
123400,1.001,2.735,
123500,1.001,2.735,
123600,1.021,2.735,
123700,1.021,2.735,
123800,1.021,2.735,
123900,1.039,2.735,
124000,1.039,2.735,
124100,1.042,2.735,
124200,1.046,2.735,
124300,1.095,2.735,
124400,1.092,2.735,
124500,1.046,2.735,
124600,1.059,2.735,
124700,1.068,2.735,
124800,1.065,2.735,
124900,1.062,2.735,
125000,1.062,2.735,
125100,1.068,2.735,
125200,1.072,2.735,
125300,1.068,2.735,
125400,1.062,2.735,
125500,1.085,2.735,
125600,1.085,2.735,
125700,1.065,2.735,
125800,1.095,2.735,
125900,1.086,2.735,
126000,1.086,2.735,
126100,1.092,2.735,
126200,1.092,2.735,
126300,1.092,2.735,
126400,1.089,2.735,
126500,1.089,2.735,
126600,1.132,2.735,
126700,1.119,2.735,
126800,1.086,2.735,
126900,1.133,2.735,
127000,1.133,2.735,
127100,1.133,2.735,
127200,1.140,2.735,
127300,1.233,2.735,
127400,1.133,2.735,
127500,1.133,2.735,
127600,1.146,2.735,
127700,1.169,2.735,
127800,1.173,2.735,
127900,1.163,2.735,
128000,1.163,2.735,
128100,1.166,2.735,
128200,1.169,2.735,
128300,1.219,2.735,
128400,1.203,2.735,
128500,1.169,2.735,
128600,1.189,2.735,
128700,1.196,2.735,
128800,1.203,2.735,
128900,1.187,2.735,
129000,1.187,2.735,
129100,1.194,2.735,
129200,1.195,2.735,
129300,1.240,2.735,
129400,1.176,2.735,
129500,1.207,2.735,
129600,1.227,2.735,
129700,1.244,2.735,
129800,1.215,2.735,
129900,1.227,2.735,
130000,1.242,2.735,
130100,1.189,2.735,
130200,1.212,2.735,
130300,1.220,2.735,
130400,1.224,2.735,
130500,1.248,2.735,
130600,1.224,2.735,
130700,1.210,2.735,
130800,1.232,2.735,
130900,1.214,2.735,
131000,1.214,2.735,
131100,1.241,2.735,
131200,1.282,2.735,
131300,1.214,2.735,
131400,1.227,2.735,
131500,1.194,2.735,
131600,1.207,2.735,
131700,1.212,2.735,
131800,1.217,2.735,
131900,1.232,2.735,
132000,1.209,2.735,
132100,1.224,2.735,
132200,1.207,2.735,
132300,1.207,2.735,
132400,1.232,2.735,
132500,1.187,2.735,
132600,1.194,2.735,
132700,1.215,2.735,
132800,1.210,2.735,
132900,1.210,2.735,
133000,1.239,2.735,
133100,1.247,2.735,
133200,1.210,2.735,
133300,1.253,2.735,
133400,1.210,2.735,
133500,1.224,2.735,
133600,1.230,2.735,
133700,1.230,2.735,
133800,1.250,2.735,
133900,1.314,2.735,
134000,1.207,2.735,
134100,1.207,2.735,
134200,1.211,2.735,
134300,1.245,2.735,
134400,1.257,2.735,
134500,1.204,2.735,
134600,1.228,2.735,
134700,1.248,2.735,
134800,1.204,2.735,
134900,1.204,2.735,
135000,1.291,2.735,
135100,1.204,2.735,
135200,1.204,2.735,
135300,1.226,2.735,
135400,1.204,2.735,
135500,1.247,2.735,
135600,1.247,2.735,
135700,1.247,2.735,
135800,1.202,2.735,
135900,1.202,2.735,
136000,1.214,2.735,
136100,1.220,2.735,
136200,1.331,2.735,
136300,1.191,2.735,
136400,1.191,2.735,
136500,1.240,2.735,
136600,1.240,2.735,
136700,1.234,2.735,
136800,1.191,2.735,
136900,1.189,2.735,
137000,1.204,2.735,
137100,1.210,2.735,
137200,1.206,2.735,
137300,1.214,2.735,
137400,1.204,2.735,
137500,1.241,2.735,
137600,1.238,2.735,
137700,1.210,2.735,
137800,1.210,2.735,
137900,1.225,2.735,
138000,1.237,2.735,
138100,1.191,2.735,
138200,1.201,2.735,
138300,1.194,2.735,
138400,1.194,2.735,
138500,1.204,2.735,
138600,1.230,2.735,
138700,1.192,2.735,
138800,1.207,2.735,
138900,1.224,2.735,
139000,1.224,2.735,
139100,1.255,2.735,
139200,1.266,2.735,
139300,1.189,2.735,
139400,1.237,2.735,
139500,1.220,2.735,
139600,1.220,2.735,
139700,1.221,2.735,
139800,1.191,2.735,
139900,1.191,2.735,
140000,1.191,2.735,
140100,1.221,2.735,
140200,1.219,2.735,
140300,1.219,2.735,
140400,1.225,2.735,
140500,1.271,2.735,
140600,1.267,2.735,
140700,1.192,2.735,
140800,1.195,2.735,
140900,1.202,2.735,
141000,1.202,2.735,
141100,1.195,2.735,
141200,1.192,2.735,
141300,1.192,2.735,
141400,1.192,2.735,
141500,1.272,2.735,
141600,1.219,2.735,
141700,1.219,2.735,
141800,1.226,2.735,
141900,1.238,2.735,
142000,1.275,2.735,
142100,1.225,2.735,
142200,1.217,2.735,
142300,1.245,2.735,
142400,1.248,2.735,
142500,1.302,2.735,
142600,1.243,2.735,
142700,1.243,2.735,
142800,1.246,2.735,
142900,1.263,2.735,
143000,1.249,2.735,
143100,1.250,2.735,
143200,1.256,2.735,
143300,1.283,2.735,
143400,1.250,2.735,
143500,1.246,2.735,
143600,1.278,2.735,
143700,1.278,2.735,
143800,1.284,2.735,
143900,1.297,2.735,
144000,1.408,2.735,
144100,1.284,2.735,
144200,1.278,2.735,
144300,1.307,2.735,
144400,1.321,2.735,
144500,1.314,2.735,
144600,1.317,2.735,
144700,1.317,2.735,
144800,1.323,2.735,
144900,1.330,2.735,
145000,1.373,2.735,
145100,1.373,2.735,
145200,1.373,2.735,
145300,1.407,2.735,
145400,1.323,2.735,
145500,1.323,2.735,
145600,1.371,2.735,
145700,1.372,2.735,
145800,1.378,2.735,
145900,1.376,2.735,
146000,1.438,2.735,
146100,1.456,2.735,
146200,1.378,2.735,
146300,1.401,2.735,
146400,1.406,2.735,
146500,1.447,2.735,
146600,1.393,2.735,
146700,1.393,2.735,
146800,1.393,2.735,
146900,1.403,2.735,
147000,1.440,2.735,
147100,1.423,2.735,
147200,1.393,2.735,
147300,1.426,2.735,
147400,1.426,2.735,
147500,1.439,2.735,
147600,1.417,2.735,
147700,1.417,2.735,
147800,1.424,2.735,
147900,1.434,2.735,
148000,1.504,2.735,
148100,1.504,2.735,
148200,1.424,2.735,
148300,1.450,2.735,
148400,1.457,2.735,
148500,1.533,2.735,
148600,1.435,2.735,
148700,1.435,2.735,
148800,1.435,2.735,
148900,1.451,2.735,
149000,1.451,2.735,
149100,1.448,2.735,
149200,1.448,2.735,
149300,1.468,2.735,
149400,1.458,2.735,
149500,1.435,2.735,
149600,1.465,2.735,
149700,1.465,2.735,
149800,1.472,2.735,
149900,1.472,2.735,
150000,1.539,2.735,
150100,1.550,2.735,
150200,1.550,2.735,
150300,1.466,2.735,
150400,1.465,2.735,
150500,1.465,2.735,
150600,1.482,2.735,
150700,1.466,2.735,
150800,1.461,2.735,
150900,1.469,2.735,
151000,1.475,2.735,
151100,1.454,2.735,
151200,1.466,2.735,
151300,1.466,2.735,
151400,1.490,2.735,
151500,1.490,2.735,
151600,1.515,2.735,
151700,1.505,2.735,
151800,1.525,2.735,
151900,1.469,2.735,
152000,1.472,2.735,
152100,1.509,2.735,
152200,1.529,2.735,
152300,1.522,2.735,
152400,1.529,2.735,
152500,1.539,2.735,
152600,1.539,2.735,
152700,1.581,2.735,
152800,1.466,2.735,
152900,1.469,2.735,
153000,1.465,2.735,
153100,1.498,2.735,
153200,1.466,2.735,
153300,1.466,2.735,
153400,1.485,2.735,
153500,1.509,2.735,
153600,1.524,2.735,
153700,1.636,2.735,
153800,1.500,2.735,
153900,1.501,2.735,
154000,1.507,2.735,
154100,1.524,2.735,
154200,1.574,2.735,
154300,1.589,2.735,
154400,1.507,2.735,
154500,1.540,2.735,
154600,1.540,2.735,
154700,1.652,2.735,
154800,1.527,2.735,
154900,1.527,2.735,
155000,1.531,2.735,
155100,1.557,2.735,
155200,1.577,2.735,
155300,1.531,2.735,
155400,1.537,2.735,
155500,1.561,2.735,
155600,1.564,2.735,
155700,1.727,2.735,
155800,1.575,2.735,
155900,1.574,2.735,
156000,1.581,2.735,
156100,1.609,2.735,
156200,1.578,2.735,
156300,1.578,2.735,
156400,1.584,2.735,
156500,1.607,2.735,
156600,1.578,2.735,
156700,1.751,2.735,
156800,1.611,2.735,
156900,1.611,2.735,
157000,1.614,2.735,
157100,1.614,2.735,
157200,1.614,2.735,
157300,1.614,2.735,
157400,1.630,2.735,
157500,1.647,2.735,
157600,1.611,2.735,
157700,1.919,2.735,
157800,1.640,2.735,
157900,1.640,2.735,
158000,1.646,2.735,
158100,1.673,2.735,
158200,1.640,2.735,
158300,1.640,2.735,
158400,1.641,2.735,
158500,1.669,2.735,
158600,1.673,2.735,
158700,1.844,2.735,
158800,1.681,2.735,
158900,1.681,2.735,
159000,1.688,2.735,
159100,1.721,2.735,
159200,1.688,2.735,
159300,1.688,2.735,
159400,1.688,2.735,
159500,1.697,2.735,
159600,1.707,2.735,
159700,1.799,2.735,
159800,1.727,2.735,
159900,1.727,2.735,
160000,1.733,2.735,
160100,1.746,2.735,
160200,1.790,2.735,
160300,1.790,2.735,
160400,1.790,2.735,
160500,1.797,2.735,
160600,1.733,2.735,
160700,1.932,2.735,
160800,1.760,2.735,
160900,1.760,2.735,
161000,1.760,2.735,
161100,1.881,2.735,
161200,1.881,2.735,
161300,1.763,2.735,
161400,1.770,2.735,
161500,1.770,2.735,
161600,1.773,2.735,
161700,1.803,2.735,
161800,1.843,2.735,
161900,1.780,2.735,
162000,1.760,2.735,
162100,1.760,2.735,
162200,1.760,2.735,
162300,1.752,2.735,
162400,1.760,2.735,
162500,1.793,2.735,
162600,1.796,2.735,
162700,1.760,2.735,
162800,1.760,2.735,
162900,1.760,2.735,
163000,1.803,2.735,
163100,1.803,2.735,
163200,1.804,2.735,
163300,1.829,2.735,
163400,1.836,2.735,
163500,1.836,2.735,
163600,1.883,2.735,
163700,1.895,2.735,
163800,1.836,2.735,
163900,1.842,2.735,
164000,1.874,2.735,
164100,1.849,2.735,
164200,1.760,2.735,
164300,1.763,2.735,
164400,1.777,2.735,
164500,1.758,2.735,
164600,1.760,2.735,
164700,1.767,2.735,
164800,1.780,2.735,
164900,1.776,2.735,
165000,1.826,2.735,
165100,1.806,2.735,
165200,1.763,2.735,
165300,1.879,2.735,
165400,1.885,2.735,
165500,1.884,2.735,
165600,1.884,2.735,
165700,1.895,2.735,
165800,1.911,2.735,
165900,1.972,2.735,
166000,1.776,2.735,
166100,1.776,2.735,
166200,1.790,2.735,
166300,1.783,2.735,
166400,1.783,2.735,
166500,1.789,2.735,
166600,1.806,2.735,
166700,1.836,2.735,
166800,1.836,2.735,
166900,1.934,2.735,
167000,1.789,2.735,
167100,1.789,2.735,
167200,1.793,2.735,
167300,1.822,2.735,
167400,1.822,2.735,
167500,1.825,2.735,
167600,1.843,2.735,
167700,1.872,2.735,
167800,1.828,2.735,
167900,1.872,2.735,
168000,1.875,2.735,
168100,1.872,2.735,
168200,1.878,2.735,
168300,2.115,2.735,
168400,1.837,2.735,
168500,1.843,2.735,
168600,1.913,2.735,
168700,1.837,2.735,
168800,1.851,2.735,
168900,1.863,2.735,
169000,1.883,2.735,
169100,1.863,2.735,
169200,1.860,2.735,
169300,1.881,2.735,
169400,1.881,2.735,
169500,1.888,2.735,
169600,1.907,2.735,
169700,1.957,2.735,
169800,1.961,2.735,
169900,1.971,2.735,
170000,1.991,2.735,
170100,1.991,2.735,
170200,1.887,2.735,
170300,1.931,2.735,
170400,1.931,2.735,
170500,1.930,2.735,
170600,1.937,2.735,
170700,1.937,2.735,
170800,1.944,2.735,
170900,1.940,2.735,
171000,1.949,2.735,
171100,1.940,2.735,
171200,1.940,2.735,
171300,2.246,2.735,
171400,1.961,2.735,
171500,1.961,2.735,
171600,1.975,2.735,
171700,2.038,2.735,
171800,1.961,2.735,
171900,1.978,2.735,
172000,1.984,2.735,
172100,1.994,2.735,
172200,1.971,2.735,
172300,2.007,2.735,
172400,2.007,2.735,
172500,2.014,2.735,
172600,2.014,2.735,
172700,2.030,2.735,
172800,2.030,2.735,
172900,2.010,2.735,
173000,2.010,2.735,
173100,2.017,2.735,
173200,2.024,2.735,
173300,2.046,2.735,
173400,2.046,2.735,
173500,2.053,2.735,
173600,2.089,2.735,
173700,2.119,2.735,
173800,2.119,2.735,
173900,2.176,2.735,
174000,2.110,2.735,
174100,2.053,2.735,
174200,2.053,2.735,
174300,2.094,2.735,
174400,2.094,2.735,
174500,2.101,2.735,
174600,2.134,2.735,
174700,2.157,2.735,
174800,2.157,2.735,
174900,2.119,2.735,
175000,2.134,2.735,
175100,2.137,2.735,
175200,2.144,2.735,
175300,2.117,2.735,
175400,2.121,2.735,
175500,2.170,2.735,
175600,2.121,2.735,
175700,2.124,2.735,
175800,2.153,2.735,
175900,2.117,2.735,
176000,2.127,2.735,
176100,2.121,2.735,
176200,2.130,2.735,
176300,2.149,2.735,
176400,2.149,2.735,
176500,2.157,2.735,
176600,2.218,2.735,
176700,2.141,2.735,
176800,2.238,2.735,
176900,2.233,2.735,
177000,2.150,2.735,
177100,2.149,2.735,
177200,2.189,2.735,
177300,2.138,2.735,
177400,2.149,2.735,
177500,2.176,2.735,
177600,2.169,2.735,
177700,2.149,2.735,
177800,2.149,2.735,
177900,2.141,2.735,
178000,2.150,2.735,
178100,2.176,2.735,
178200,2.183,2.735,
178300,2.179,2.735,
178400,2.149,2.735,
178500,2.149,2.735,
178600,2.215,2.735,
178700,2.229,2.735,
178800,2.232,2.735,
178900,2.286,2.735,
179000,2.286,2.735,
179100,2.286,2.735,
179200,2.282,2.735,
179300,2.324,2.735,
179400,2.150,2.735,
179500,2.149,2.735,
179600,2.186,2.735,
179700,2.149,2.735,
179800,2.159,2.735,
179900,2.149,2.735,
180000,2.149,2.735,
180100,2.156,2.735,
180200,2.179,2.735,
180300,2.169,2.735,
180400,2.202,2.735,
180500,2.202,2.735,
180600,2.200,2.735,
180700,2.248,2.735,
180800,2.202,2.735,
180900,2.212,2.735,
181000,2.218,2.735,
181100,2.225,2.735,
181200,2.218,2.735,
181300,2.215,2.735,
181400,2.246,2.735,
181500,2.246,2.735,
181600,2.252,2.735,
181700,2.299,2.735,
181800,2.299,2.735,
181900,2.299,2.735,
182000,2.336,2.735,
182100,2.336,2.735,
182200,2.341,2.735,
182300,2.252,2.735,
182400,2.280,2.735,
182500,2.287,2.735,
182600,2.327,2.735,
182700,2.287,2.735,
182800,2.290,2.735,
182900,2.313,2.735,
183000,2.313,2.735,
183100,2.317,2.735,
183200,2.287,2.735,
183300,2.290,2.735,
183400,1.036,2.735,
183500,1.040,2.735,
183600,1.059,2.735,
183700,1.036,2.735,
183800,1.039,2.735,
183900,1.053,2.735,
184000,1.056,2.735,
184100,1.043,2.735,
184200,1.082,2.735,
184300,1.049,2.735,
184400,1.094,2.735,
184500,1.094,2.735,
184600,1.123,2.735,
184700,1.164,2.735,
184800,1.167,2.735,
184900,1.210,2.735,
185000,1.211,2.735,
185100,1.167,2.735,
185200,1.107,2.735,
185300,1.107,2.735,
185400,1.156,2.735,
185500,1.156,2.735,
185600,1.162,2.735,
185700,1.169,2.735,
185800,1.182,2.735,
185900,1.166,2.735,
186000,1.179,2.735,
186100,1.156,2.735,
186200,1.156,2.735,
186300,1.231,2.735,
186400,1.195,2.735,
186500,1.195,2.735,
186600,1.200,2.735,
186700,1.238,2.735,
186800,1.195,2.735,
186900,1.202,2.735,
187000,1.202,2.735,
187100,1.205,2.735,
187200,1.211,2.735,
187300,1.211,2.735,
187400,1.243,2.735,
187500,1.243,2.735,
187600,1.247,2.735,
187700,1.276,2.735,
187800,1.276,2.735,
187900,1.243,2.735,
188000,1.276,2.735,
188100,1.280,2.735,
188200,1.276,2.735,
188300,1.281,2.735,
188400,1.281,2.735,
188500,1.280,2.735,
188600,1.294,2.735,
188700,1.281,2.735,
188800,1.297,2.735,
188900,1.280,2.735,
189000,1.294,2.735,
189100,1.323,2.735,
189200,1.294,2.735,
189300,1.460,2.735,
189400,1.316,2.735,
189500,1.319,2.735,
189600,1.360,2.735,
189700,1.315,2.735,
189800,1.315,2.735,
189900,1.352,2.735,
190000,1.325,2.735,
190100,1.325,2.735,
190200,1.332,2.735,
190300,1.497,2.735,
190400,1.357,2.735,
190500,1.360,2.735,
190600,1.380,2.735,
190700,1.414,2.735,
190800,1.357,2.735,
190900,1.383,2.735,
191000,1.390,2.735,
191100,1.387,2.735,
191200,1.377,2.735,
191300,1.384,2.735,
191400,1.404,2.735,
191500,1.404,2.735,
191600,1.411,2.735,
191700,1.542,2.735,
191800,1.404,2.735,
191900,1.427,2.735,
192000,1.441,2.735,
192100,1.427,2.735,
192200,1.414,2.735,
192300,1.424,2.735,
192400,1.458,2.735,
192500,1.458,2.735,
192600,1.464,2.735,
192700,1.518,2.735,
192800,1.458,2.735,
192900,1.458,2.735,
193000,1.488,2.735,
193100,1.514,2.735,
193200,1.484,2.735,
193300,1.497,2.735,
193400,1.488,2.735,
193500,1.488,2.735,
193600,1.514,2.735,
193700,1.551,2.735,
193800,1.551,2.735,
193900,1.591,2.735,
194000,1.494,2.735,
194100,1.494,2.735,
194200,1.487,2.735,
194300,1.612,2.735,
194400,1.526,2.735,
194500,1.533,2.735,
194600,1.569,2.735,
194700,1.569,2.735,
194800,1.576,2.735,
194900,1.606,2.735,
195000,1.606,2.735,
195100,1.609,2.735,
195200,1.606,2.735,
195300,1.887,2.735,
195400,1.530,2.735,
195500,1.536,2.735,
195600,1.598,2.735,
195700,1.515,2.735,
195800,1.569,2.735,
195900,1.607,2.735,
196000,1.619,2.735,
196100,1.633,2.735,
196200,1.533,2.735,
196300,1.549,2.735,
196400,1.569,2.735,
196500,1.603,2.735,
196600,1.606,2.735,
196700,1.553,2.735,
196800,1.541,2.735,
196900,1.549,2.735,
197000,1.569,2.735,
197100,1.549,2.735,
197200,1.536,2.735,
197300,1.632,2.735,
197400,1.568,2.735,
197500,1.570,2.735,
197600,1.556,2.735,
197700,1.536,2.735,
197800,1.544,2.735,
197900,1.589,2.735,
198000,1.589,2.735,
198100,1.599,2.735,
198200,1.598,2.735,
198300,1.606,2.735,
198400,1.603,2.735,
198500,1.599,2.735,
198600,1.603,2.735,
198700,1.526,2.735,
198800,1.533,2.735,
198900,1.553,2.735,
199000,1.533,2.735,
199100,1.526,2.735,
199200,1.556,2.735,
199300,1.556,2.735,
199400,1.540,2.735,
199500,1.543,2.735,
199600,1.541,2.735,
199700,1.570,2.735,
199800,1.569,2.735,
199900,1.596,2.735,
200000,1.623,2.735,
200100,1.646,2.735,
200200,1.646,2.735,
200300,1.643,2.735,
200400,1.643,2.735,
200500,1.643,2.735,
200600,1.723,2.735,
200700,1.590,2.735,
200800,1.590,2.735,
200900,1.590,2.735,
201000,1.623,2.735,
201100,1.590,2.735,
201200,1.616,2.735,
201300,1.596,2.735,
201400,1.619,2.735,
201500,1.613,2.735,
201600,1.607,2.735,
201700,1.634,2.735,
201800,1.634,2.735,
201900,1.640,2.735,
202000,1.650,2.735,
202100,1.657,2.735,
202200,1.660,2.735,
202300,1.640,2.735,
202400,1.637,2.735,
202500,1.640,2.735,
202600,1.647,2.735,
202700,1.683,2.735,
202800,1.686,2.735,
202900,1.699,2.735,
203000,1.726,2.735,
203100,1.683,2.735,
203200,1.690,2.735,
203300,1.690,2.735,
203400,1.695,2.735,
203500,1.706,2.735,
203600,1.705,2.735,
203700,1.738,2.735,
203800,1.738,2.735,
203900,1.758,2.735,
204000,1.845,2.735,
204100,1.741,2.735,
204200,1.755,2.735,
204300,1.765,2.735,
204400,1.764,2.735,
204500,1.765,2.735,
204600,1.818,2.735,
204700,1.770,2.735,
204800,1.770,2.735,
204900,1.797,2.735,
205000,1.850,2.735,
205100,1.853,2.735,
205200,1.900,2.735,
205300,1.840,2.735,
205400,1.780,2.735,
205500,1.783,2.735,
205600,1.883,2.735,
205700,1.817,2.735,
205800,1.818,2.735,
205900,1.824,2.735,
206000,1.836,2.735,
206100,1.831,2.735,
206200,1.831,2.735,
206300,1.834,2.735,
206400,1.844,2.735,
206500,1.817,2.735,
206600,1.983,2.735,
206700,1.855,2.735,
206800,1.855,2.735,
206900,1.858,2.735,
207000,1.861,2.735,
207100,1.875,2.735,
207200,1.875,2.735,
207300,1.878,2.735,
207400,1.862,2.735,
207500,1.862,2.735,
207600,2.090,2.735,
207700,1.883,2.735,
207800,1.882,2.735,
207900,1.883,2.735,
208000,2.004,2.735,
208100,2.004,2.735,
208200,2.211,2.735,
208300,1.883,2.735,
208400,1.883,2.735,
208500,1.966,2.735,
208600,1.969,2.735,
208700,1.969,2.735,
208800,1.913,2.735,
208900,1.883,2.735,
209000,1.890,2.735,
209100,1.920,2.735,
209200,1.916,2.735,
209300,1.920,2.735,
209400,1.933,2.735,
209500,1.950,2.735,
209600,1.953,2.735,
209700,1.950,2.735,
209800,1.883,2.735,
209900,1.883,2.735,
210000,1.887,2.735,
210100,1.896,2.735,
210200,1.930,2.735,
210300,1.930,2.735,
210400,1.930,2.735,
210500,1.957,2.735,
210600,1.963,2.735,
210700,1.963,2.735,
210800,1.875,2.735,
210900,1.886,2.735,
211000,1.893,2.735,
211100,1.917,2.735,
211200,1.933,2.735,
211300,1.886,2.735,
211400,1.886,2.735,
211500,1.934,2.735,
211600,1.886,2.735,
211700,1.886,2.735,
211800,1.906,2.735,
211900,1.929,2.735,
212000,1.890,2.735,
212100,1.893,2.735,
212200,1.909,2.735,
212300,1.903,2.735,
212400,2.068,2.735,
212500,1.918,2.735,
212600,1.919,2.735,
212700,1.925,2.735,
212800,1.942,2.735,
212900,1.932,2.735,
213000,1.925,2.735,
213100,1.925,2.735,
213200,1.958,2.735,
213300,1.935,2.735,
213400,1.918,2.735,
213500,1.968,2.735,
213600,1.968,2.735,
213700,1.971,2.735,
213800,1.978,2.735,
213900,1.981,2.735,
214000,1.981,2.735,
214100,1.984,2.735,
214200,2.003,2.735,
214300,1.971,2.735,
214400,1.971,2.735,
214500,2.008,2.735,
214600,2.008,2.735,
214700,2.008,2.735,
214800,2.015,2.735,
214900,2.008,2.735,
215000,2.008,2.735,
215100,2.008,2.735,
215200,2.034,2.735,
215300,2.011,2.735,
215400,2.008,2.735,
215500,2.059,2.735,
215600,2.059,2.735,
215700,2.065,2.735,
215800,2.062,2.735,
215900,2.099,2.735,
216000,2.059,2.735,
216100,2.059,2.735,
216200,2.092,2.735,
216300,2.102,2.735,
216400,2.112,2.735,
216500,2.083,2.735,
216600,2.083,2.735,
216700,2.086,2.735,
216800,2.094,2.735,
216900,2.150,2.735,
217000,2.169,2.735,
217100,2.089,2.735,
217200,2.133,2.735,
217300,2.136,2.735,
217400,2.224,2.735,
217500,2.099,2.735,
217600,2.099,2.735,
217700,2.106,2.735,
217800,2.119,2.735,
217900,2.106,2.735,
218000,2.106,2.735,
218100,2.099,2.735,
218200,2.125,2.735,
218300,2.131,2.735,
218400,2.122,2.735,
218500,2.123,2.735,
218600,2.123,2.735,
218700,2.130,2.735,
218800,2.132,2.735,
218900,2.206,2.735,
219000,2.130,2.735,
219100,2.130,2.735,
219200,2.146,2.735,
219300,2.153,2.735,
219400,2.202,2.735,
219500,2.146,2.735,
219600,2.146,2.735,
219700,2.153,2.735,
219800,2.166,2.735,
219900,2.212,2.735,
220000,2.213,2.735,
220100,2.213,2.735,
220200,2.210,2.735,
220300,2.234,2.735,
220400,2.153,2.735,
220500,2.205,2.735,
220600,2.205,2.735,
220700,2.211,2.735,
220800,2.225,2.735,
220900,2.225,2.735,
221000,2.218,2.735,
221100,2.218,2.735,
221200,2.248,2.735,
221300,2.251,2.735,
221400,2.218,2.735,
221500,2.232,2.735,
221600,2.232,2.735,
221700,2.232,2.735,
221800,2.251,2.735,
221900,2.291,2.735,
222000,2.238,2.735,
222100,2.238,2.735,
222200,2.261,2.735,
222300,2.268,2.735,
222400,2.268,2.735,
222500,2.273,2.735,
222600,2.273,2.735,
222700,2.273,2.735,
222800,2.277,2.735,
222900,2.323,2.735,
223000,2.290,2.735,
223100,2.273,2.735,
223200,2.306,2.735,
223300,2.310,2.735,
223400,2.306,2.735,
223500,2.297,2.735,
223600,2.297,2.735,
223700,2.301,2.735,
223800,2.307,2.735,
223900,2.341,2.735,
224000,2.304,2.735,
224100,2.304,2.735,
224200,2.327,2.735,
224300,2.331,2.735,
224400,2.368,2.735,
224500,2.326,2.735,
224600,2.326,2.735,
224700,2.332,2.735,
224800,2.345,2.735,
224900,2.412,2.735,
225000,2.332,2.735,
225100,2.332,2.735,
225200,2.345,2.735,
225300,2.345,2.735,
225400,2.349,2.735,
225500,2.349,2.735,
225600,2.349,2.735,
225700,2.353,2.735,
225800,2.363,2.735,
225900,2.363,2.735,
226000,2.356,2.735,
226100,2.356,2.735,
226200,2.382,2.735,
226300,2.356,2.735,
226400,2.356,2.735,
226500,1.020,2.735,
226600,1.020,2.735,
226700,1.020,2.735,
226800,1.040,2.735,
226900,1.067,2.735,
227000,1.017,2.735,
227100,1.086,2.735,
227200,1.113,2.735,
227300,1.101,2.735,
227400,1.197,2.735,
227500,1.024,2.735,
227600,1.022,2.735,
227700,1.020,2.735,
227800,1.009,2.735,
227900,1.020,2.735,
228000,1.044,2.735,
228100,1.025,2.735,
228200,1.024,2.735,
228300,1.020,2.735,
228400,1.065,2.735,
228500,1.076,2.735,
228600,1.021,2.735,
228700,1.042,2.735,
228800,1.055,2.735,
228900,1.020,2.735,
229000,1.020,2.735,
229100,1.058,2.735,
229200,1.021,2.735,
229300,1.020,2.735,
229400,1.057,2.735,
229500,1.024,2.735,
229600,1.020,2.735,
229700,1.061,2.735,
229800,1.073,2.735,
229900,1.027,2.735,
230000,1.049,2.735,
230100,1.073,2.735,
230200,1.020,2.735,
230300,1.020,2.735,
230400,1.052,2.735,
